Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
DFCI.11.104.03	1	156531795	156626890	29	0.5934
DFCI.11.104.03	1	156628065	158606553	214	0.3085
DFCI.11.104.03	1	158608033	158618445	11	-0.0805
DFCI.11.104.03	1	158621260	159752130	72	0.3022
DFCI.11.104.03	1	159776408	159863097	27	0.5367
DFCI.11.104.03	1	159888733	160915084	184	0.3114
DFCI.11.104.03	1	160917824	161163180	87	0.5469
DFCI.11.104.03	1	161163618	186415711	1394	0.3134
DFCI.11.104.03	1	186643896	186648572	9	0.798
DFCI.11.104.03	1	186823521	196744076	98	0.2664
DFCI.11.104.03	1	196748488	196749105	2	-0.9156
DFCI.11.104.03	1	196757530	207930549	982	0.3186
DFCI.11.104.03	1	207934793	212120049	166	0.4034
DFCI.11.104.03	1	212126045	226074792	540	0.2721
DFCI.11.104.03	1	226075340	227071622	61	0.4716
DFCI.11.104.03	1	227073382	236739679	559	0.2937
DFCI.11.104.03	1	236740251	241680618	149	0.1549
DFCI.11.104.03	1	241695800	244869093	106	0.2731
DFCI.11.104.03	1	245005362	245027611	16	0.6324
DFCI.11.104.03	1	245245466	249212564	149	0.25
DFCI.11.104.03	10	94056	356034	17	0.1906
DFCI.11.104.03	10	373118	4889424	99	-0.0743
DFCI.11.104.03	10	4889724	5014504	8	0.292
DFCI.11.104.03	10	5014943	5034107	3	0.731
DFCI.11.104.03	10	5037678	5567500	42	1.3109
DFCI.11.104.03	10	5682795	5777511	9	0.7769
DFCI.11.104.03	10	5782462	5828015	13	1.1802
DFCI.11.104.03	10	5836984	5920252	4	0.5879
DFCI.11.104.03	10	5930032	7205874	61	0.301
DFCI.11.104.03	10	7213020	7605349	16	0.7343
DFCI.11.104.03	10	7608372	11047403	51	0.2869
DFCI.11.104.03	10	11207647	12191962	57	0.8885
DFCI.11.104.03	10	12197932	12867726	26	1.1931
DFCI.11.104.03	10	12870888	15115230	106	0.872
DFCI.11.104.03	10	15120604	22015286	296	0.5895
DFCI.11.104.03	10	22019985	29834026	323	0.9121
DFCI.11.104.03	10	29840194	30915194	21	0.4641
DFCI.11.104.03	10	30915871	34667036	112	0.7294
DFCI.11.104.03	10	34671852	35437421	20	0.4593
DFCI.11.104.03	10	35456733	35790465	8	0.2922
DFCI.11.104.03	10	35814929	45465714	112	-0.0348
DFCI.11.104.03	10	45467298	46339844	59	0.6579
DFCI.11.104.03	10	46342797	46965885	19	-0.1164
DFCI.11.104.03	10	46967721	47948853	46	0.3014
DFCI.11.104.03	10	48255451	48268102	11	0.5183
DFCI.11.104.03	10	48371557	48429568	9	0.9478
DFCI.11.104.03	10	48739452	50376009	58	-0.3464
DFCI.11.104.03	10	50532664	51227155	54	0.1676
DFCI.11.104.03	10	51230496	51892707	50	0.4808
DFCI.11.104.03	10	51947266	61014205	135	0.0629
DFCI.11.104.03	10	61022407	64936235	113	0.2039
DFCI.11.104.03	10	64943331	64954137	8	-0.341
DFCI.11.104.03	10	64957325	73581766	379	0.2101
DFCI.11.104.03	10	73587916	88233732	520	-0.0561
DFCI.11.104.03	10	88257078	94381232	333	-0.2926
DFCI.11.104.03	10	94390123	99116955	413	-0.0888
DFCI.11.104.03	10	99118378	99192283	24	0.2779
DFCI.11.104.03	10	99196310	103799873	427	-0.0795
DFCI.11.104.03	10	103827561	104436700	129	0.0901
DFCI.11.104.03	10	104445760	120796823	688	-0.0456
DFCI.11.104.03	10	120797953	124001518	185	-0.2115
DFCI.11.104.03	10	124008320	127426560	187	0.0716
DFCI.11.104.03	10	127427016	127525426	29	-0.1689
DFCI.11.104.03	10	127526958	135025364	195	0.0681
DFCI.11.104.03	10	135026428	135491085	69	0.2926
DFCI.11.104.03	11	193913	247450	20	-0.2856
DFCI.11.104.03	11	249059	418591	43	0.0901
DFCI.11.104.03	11	418815	1028961	111	-0.3211
DFCI.11.104.03	11	1032053	1159409	24	-0.6995
DFCI.11.104.03	11	1213750	5173601	249	-0.3983
DFCI.11.104.03	11	5221932	8706441	280	-0.2725
DFCI.11.104.03	11	8707116	9215230	68	-0.4598
DFCI.11.104.03	11	9225866	16769706	340	-0.2975
DFCI.11.104.03	11	16774443	17136014	34	-0.5145
DFCI.11.104.03	11	17139220	20629200	270	-0.3475
DFCI.11.104.03	11	20636368	22848868	57	-0.5205
DFCI.11.104.03	11	24750834	25098954	4	0.3991
DFCI.11.104.03	11	25100206	26700364	27	0.8464
DFCI.11.104.03	11	26702770	31823326	106	0.9911
DFCI.11.104.03	11	32120076	46565593	430	0.8605
DFCI.11.104.03	11	46567328	48328706	325	0.655
DFCI.11.104.03	11	48347484	62393398	618	0.1503
DFCI.11.104.03	11	62393639	62400988	14	0.3598
DFCI.11.104.03	11	62401849	62407205	4	-0.2017
DFCI.11.104.03	11	62417473	62444479	8	0.2282
DFCI.11.104.03	11	62445108	62496560	26	0.6077
DFCI.11.104.03	11	62503038	62620507	47	0.2108
DFCI.11.104.03	11	62620867	62622838	6	0.9791
DFCI.11.104.03	11	62623855	64026187	174	0.1898
DFCI.11.104.03	11	64028970	64129476	42	0.4503
DFCI.11.104.03	11	64132939	64527372	57	0.0683
DFCI.11.104.03	11	64532992	64757286	86	0.3194
DFCI.11.104.03	11	64795110	64825995	16	0.0662
DFCI.11.104.03	11	64847261	65688908	204	0.4088
DFCI.11.104.03	11	65713293	67198988	277	0.2272
DFCI.11.104.03	11	67200130	67223915	19	0.5466
DFCI.11.104.03	11	67225991	67270191	23	0.2566
DFCI.11.104.03	11	67274970	108068149	1393	0.1607
DFCI.11.104.03	11	108098425	134257555	1481	-0.3608
DFCI.11.104.03	12	176602	6634884	437	-0.396
DFCI.11.104.03	12	6635368	6639126	11	0.021
DFCI.11.104.03	12	6639985	6747572	63	-0.4128
DFCI.11.104.03	12	6748205	6749690	3	0.2295
DFCI.11.104.03	12	6752839	6777283	10	-0.4974
DFCI.11.104.03	12	6778357	6936371	36	-0.091
DFCI.11.104.03	12	6939175	6973361	30	-0.4254
DFCI.11.104.03	12	6974041	7090795	62	-0.1367
DFCI.11.104.03	12	7092702	24048960	854	-0.3736
DFCI.11.104.03	12	24365429	25380348	33	1.176
DFCI.11.104.03	12	25671903	27117668	78	0.9203
DFCI.11.104.03	12	27127162	41967694	391	0.3295
DFCI.11.104.03	12	42481751	45173807	87	-0.1161
DFCI.11.104.03	12	45209921	48739259	190	0.0243
DFCI.11.104.03	12	48741900	49110460	20	-0.3348
DFCI.11.104.03	12	49162501	49494239	113	-0.0127
DFCI.11.104.03	12	49495981	49691511	20	0.397
DFCI.11.104.03	12	49717537	54902317	811	-0.013
DFCI.11.104.03	12	54903545	56121125	99	-0.2181
DFCI.11.104.03	12	56137547	56297266	29	0.0031
DFCI.11.104.03	12	56330876	56335869	11	0.4516
DFCI.11.104.03	12	56336049	57435283	355	0.02
DFCI.11.104.03	12	57436944	57866473	159	-0.1298
DFCI.11.104.03	12	57867493	57958293	55	0.0476
DFCI.11.104.03	12	57960998	57969542	6	-0.5123
DFCI.11.104.03	12	57969936	58121870	56	0.0105
DFCI.11.104.03	12	58123552	58140505	12	-0.4295
DFCI.11.104.03	12	58140916	58145502	8	-0.8124
DFCI.11.104.03	12	58152085	58158996	7	-0.0171
DFCI.11.104.03	12	58160826	58174431	9	-0.5038
DFCI.11.104.03	12	58177066	58204336	14	-0.2436
DFCI.11.104.03	12	58204711	62104200	32	-0.5165
DFCI.11.104.03	12	62147529	76767215	514	-0.0643
DFCI.11.104.03	12	76769152	96413020	452	-0.1379
DFCI.11.104.03	12	96421344	99119320	82	0.0148
DFCI.11.104.03	12	99121096	102153923	210	-0.15
DFCI.11.104.03	12	102155126	121987545	1377	-0.0531
DFCI.11.104.03	12	122013766	122064958	5	0.6648
DFCI.11.104.03	12	122079551	123645932	184	-0.1115
DFCI.11.104.03	12	123646767	123650026	4	0.6442
DFCI.11.104.03	12	123651338	124817015	159	-0.116
DFCI.11.104.03	12	124817827	124827774	7	-0.6226
DFCI.11.104.03	12	124832862	133779461	340	-0.0625
DFCI.11.104.03	13	19748301	99890810	1789	-0.1151
DFCI.11.104.03	13	99908128	101257398	49	0.1215
DFCI.11.104.03	13	101264766	115091758	480	-0.1404
DFCI.11.104.03	14	19378576	21464453	142	-0.1434
DFCI.11.104.03	14	21465051	22103000	125	0.0149
DFCI.11.104.03	14	22111806	22392827	26	-0.1458
DFCI.11.104.03	14	22392853	22965937	33	-0.3384
DFCI.11.104.03	14	22968732	23342657	54	-0.0226
DFCI.11.104.03	14	23344456	23457226	49	0.1308
DFCI.11.104.03	14	23459056	24646591	290	-0.0537
DFCI.11.104.03	14	24647430	24785918	92	0.2079
DFCI.11.104.03	14	24787776	26949351	69	0.0035
DFCI.11.104.03	14	27064761	36339685	244	0.6721
DFCI.11.104.03	14	36768398	39818183	80	0.3156
DFCI.11.104.03	14	39819470	39901368	5	0.6637
DFCI.11.104.03	14	42357215	65251113	842	-0.0813
DFCI.11.104.03	14	65252671	75150238	565	0.0265
DFCI.11.104.03	14	75151385	75231065	6	0.6381
DFCI.11.104.03	14	75247287	91366587	477	0.0233
DFCI.11.104.03	14	91367082	106068064	918	-0.2597
DFCI.11.104.03	14	106091135	106322322	29	-0.6413
DFCI.11.104.03	14	106329470	106780817	33	-0.1543
DFCI.11.104.03	14	106780945	106866707	11	-0.7557
DFCI.11.104.03	14	106877926	107283096	29	-0.0905
DFCI.11.104.03	15	20170225	28772609	327	-0.3393
DFCI.11.104.03	15	29347040	33023448	112	0.2461
DFCI.11.104.03	15	33149308	34529753	72	-0.4069
DFCI.11.104.03	15	34530604	34536275	5	0.1557
DFCI.11.104.03	15	34537606	38990748	128	-0.3597
DFCI.11.104.03	15	39544890	41165942	203	-0.2334
DFCI.11.104.03	15	41188279	43851132	492	-0.3629
DFCI.11.104.03	15	43857192	43906253	50	-0.1606
DFCI.11.104.03	15	43908890	43988324	20	0.1241
DFCI.11.104.03	15	43988563	58855924	866	-0.3654
DFCI.11.104.03	15	58889842	65681318	436	-0.2832
DFCI.11.104.03	15	65681751	65793119	25	-0.5832
DFCI.11.104.03	15	65799695	91182049	1431	-0.2977
DFCI.11.104.03	15	91185374	91479692	60	-0.0854
DFCI.11.104.03	15	91483705	102500799	280	-0.2933
DFCI.11.104.03	16	97559	819635	178	-0.0104
DFCI.11.104.03	16	823047	825087	3	-0.8052
DFCI.11.104.03	16	830833	1712672	105	-0.1266
DFCI.11.104.03	16	1716601	2549933	233	0.02
DFCI.11.104.03	16	2569404	2748000	22	-0.2446
DFCI.11.104.03	16	2749919	3487540	96	0.0911
DFCI.11.104.03	16	3490935	4908079	157	-0.1037
DFCI.11.104.03	16	4908666	4920637	6	0.3625
DFCI.11.104.03	16	4921304	8941684	87	-0.154
DFCI.11.104.03	16	8949185	9197118	27	0.1645
DFCI.11.104.03	16	9210771	11773695	69	-0.1518
DFCI.11.104.03	16	11782303	12060200	41	0.1671
DFCI.11.104.03	16	12061706	14031717	22	-0.2223
DFCI.11.104.03	16	14042206	14723531	21	0.0541
DFCI.11.104.03	16	14738468	14951514	18	-0.3563
DFCI.11.104.03	16	14957046	15826567	107	0.0097
DFCI.11.104.03	16	15829437	27782975	829	-0.1356
DFCI.11.104.03	16	27786407	28878356	131	0.0386
DFCI.11.104.03	16	28878755	28890906	8	-0.2568
DFCI.11.104.03	16	28892342	28913406	10	-0.6009
DFCI.11.104.03	16	28913709	29474984	57	-0.1883
DFCI.11.104.03	16	29475663	29982868	58	-0.0296
DFCI.11.104.03	16	29989227	29994655	9	0.5074
DFCI.11.104.03	16	29994987	30204397	64	0.0506
DFCI.11.104.03	16	30204778	30214329	11	-0.3835
DFCI.11.104.03	16	30215008	31106979	169	-0.0187
DFCI.11.104.03	16	31121106	31144274	20	0.3177
DFCI.11.104.03	16	31144709	31332948	34	-0.057
DFCI.11.104.03	16	31336725	46958458	128	-0.2074
DFCI.11.104.03	16	46960951	56872983	438	-0.0576
DFCI.11.104.03	16	56875747	56926074	15	-0.4077
DFCI.11.104.03	16	56933530	58742199	304	-0.0195
DFCI.11.104.03	16	58743473	65345450	30	-0.2229
DFCI.11.104.03	16	66413452	66423427	4	0.327
DFCI.11.104.03	16	66424495	66600850	18	-0.0182
DFCI.11.104.03	16	66603999	66614089	4	0.4221
DFCI.11.104.03	16	66621003	67168372	84	-0.1419
DFCI.11.104.03	16	67174022	67184388	7	0.3181
DFCI.11.104.03	16	67190565	67473052	133	-0.1449
DFCI.11.104.03	16	67477083	67859177	77	0.0357
DFCI.11.104.03	16	67859741	67877404	17	0.4103
DFCI.11.104.03	16	67902316	69988478	282	-0.0776
DFCI.11.104.03	16	69992944	69997516	9	0.3637
DFCI.11.104.03	16	70154622	70215852	17	-0.1788
DFCI.11.104.03	16	70216394	70287943	9	0.381
DFCI.11.104.03	16	70293091	74662566	351	-0.0625
DFCI.11.104.03	16	74664857	81385304	207	-0.1558
DFCI.11.104.03	16	81388362	90141882	469	-0.0286
DFCI.11.104.03	17	69529	131647	3	0.1776
DFCI.11.104.03	17	171208	4139187	458	-0.3427
DFCI.11.104.03	17	4145745	4576969	56	-0.5399
DFCI.11.104.03	17	4577964	4720043	52	-0.0715
DFCI.11.104.03	17	4720352	4721904	4	-0.6007
DFCI.11.104.03	17	4722120	4857142	38	-0.135
DFCI.11.104.03	17	4858594	5425108	148	-0.3467
DFCI.11.104.03	17	5434026	5456878	7	-0.8971
DFCI.11.104.03	17	5463365	6351080	16	-0.408
DFCI.11.104.03	17	6352729	6704264	46	-0.1723
DFCI.11.104.03	17	6716374	7140088	88	-0.3958
DFCI.11.104.03	17	7140798	7220691	46	-0.0754
DFCI.11.104.03	17	7220894	7226444	13	-0.3811
DFCI.11.104.03	17	7227333	7240690	10	-0.1447
DFCI.11.104.03	17	7245388	7246883	4	-0.9736
DFCI.11.104.03	17	7247071	7499312	116	-0.2193
DFCI.11.104.03	17	7504843	7530546	6	-0.7653
DFCI.11.104.03	17	7533827	7800614	132	-0.259
DFCI.11.104.03	17	7801422	7838465	41	-0.0031
DFCI.11.104.03	17	7839802	8109959	84	-0.2151
DFCI.11.104.03	17	8110208	8193304	50	0.0494
DFCI.11.104.03	17	8194296	18891729	858	-0.3689
DFCI.11.104.03	17	18907356	20209397	105	0.5826
DFCI.11.104.03	17	20353434	26680817	97	0.1061
DFCI.11.104.03	17	26684906	26901261	48	0.2576
DFCI.11.104.03	17	26901597	26967045	61	0.4231
DFCI.11.104.03	17	26967703	27068256	68	0.1789
DFCI.11.104.03	17	27068591	27277980	42	0.4387
DFCI.11.104.03	17	27284260	32647407	385	0.2196
DFCI.11.104.03	17	32683623	37343856	473	0.1112
DFCI.11.104.03	17	37347848	37431355	17	-0.2561
DFCI.11.104.03	17	37439110	38346785	163	0.1226
DFCI.11.104.03	17	38347016	38350042	6	0.8037
DFCI.11.104.03	17	38412776	39526004	168	0.1862
DFCI.11.104.03	17	39535430	39537466	4	-0.643
DFCI.11.104.03	17	39538049	39847080	84	0.2651
DFCI.11.104.03	17	39871901	41152121	363	0.1083
DFCI.11.104.03	17	41154802	41158987	3	-0.717
DFCI.11.104.03	17	41165213	44383677	384	0.1535
DFCI.11.104.03	17	44399761	44701697	25	-0.1606
DFCI.11.104.03	17	44704080	61662690	1182	0.1348
DFCI.11.104.03	17	61666534	62006686	102	0.3071
DFCI.11.104.03	17	62006837	62045715	13	-0.1239
DFCI.11.104.03	17	62080287	62504838	40	0.3233
DFCI.11.104.03	17	62515554	65052389	99	0.1074
DFCI.11.104.03	17	65074704	76116915	817	0.3599
DFCI.11.104.03	17	76120262	76430301	38	0.5865
DFCI.11.104.03	17	76433950	79826953	311	0.2882
DFCI.11.104.03	17	79827284	80422308	107	0.4983
DFCI.11.104.03	17	80426774	81052322	52	0.256
DFCI.11.104.03	18	163455	11876689	330	-0.0738
DFCI.11.104.03	18	11884628	11887026	4	0.6762
DFCI.11.104.03	18	11893577	47015920	898	-0.1029
DFCI.11.104.03	18	47016922	47093993	9	0.3787
DFCI.11.104.03	18	47101962	52586609	177	-0.1537
DFCI.11.104.03	18	52602181	74980860	467	0.3347
DFCI.11.104.03	18	76755464	77960817	55	-0.3104
DFCI.11.104.03	19	72110	614018	40	-0.3219
DFCI.11.104.03	19	616476	807904	24	0.0158
DFCI.11.104.03	19	810828	1051053	43	-0.2639
DFCI.11.104.03	19	1051295	1147419	34	0.1553
DFCI.11.104.03	19	1218499	2410394	132	-0.1476
DFCI.11.104.03	19	2414018	7621457	613	-0.3515
DFCI.11.104.03	19	7622172	7692739	26	-0.1148
DFCI.11.104.03	19	7697405	7707424	7	-0.5357
DFCI.11.104.03	19	7707936	7960628	33	-0.0173
DFCI.11.104.03	19	7965800	8520460	89	-0.365
DFCI.11.104.03	19	8527467	8553740	10	0.1015
DFCI.11.104.03	19	8555879	10394464	232	-0.3562
DFCI.11.104.03	19	10394998	10446031	25	0.0387
DFCI.11.104.03	19	10449626	10789870	77	-0.3254
DFCI.11.104.03	19	10791121	10799990	13	0.3307
DFCI.11.104.03	19	10800307	33183582	1492	-0.3276
DFCI.11.104.03	19	33200300	33503632	34	-0.6194
DFCI.11.104.03	19	33512554	35769979	163	-0.3906
DFCI.11.104.03	19	35773572	35837140	22	-0.6167
DFCI.11.104.03	19	35843359	42713994	1022	-0.3287
DFCI.11.104.03	19	42719406	42820715	41	-0.0841
DFCI.11.104.03	19	42820894	43586723	83	-0.3503
DFCI.11.104.03	19	43674292	43763289	16	0.0728
DFCI.11.104.03	19	43766292	49979457	834	-0.334
DFCI.11.104.03	19	49993181	50017392	15	0.1697
DFCI.11.104.03	19	50028035	50939991	162	-0.3014
DFCI.11.104.03	19	50947073	51532470	83	-0.4751
DFCI.11.104.03	19	51532715	52803739	148	-0.29
DFCI.11.104.03	19	52817534	53050891	18	-0.6138
DFCI.11.104.03	19	53058881	53669600	32	-0.2399
DFCI.11.104.03	19	53678824	54621837	97	-0.5065
DFCI.11.104.03	19	54622015	54930482	93	-0.0897
DFCI.11.104.03	19	54932564	55333315	86	-0.3372
DFCI.11.104.03	19	55340922	55346569	5	0.5032
DFCI.11.104.03	19	55349330	58929153	387	-0.3635
DFCI.11.104.03	19	58946580	59082758	49	0.0077
DFCI.11.104.03	2	41629	27260048	828	-0.1492
DFCI.11.104.03	2	27260572	27430520	61	0.047
DFCI.11.104.03	2	27436168	28812423	253	-0.1243
DFCI.11.104.03	2	28812639	38960709	433	-0.3492
DFCI.11.104.03	2	38972331	38977338	6	0.3552
DFCI.11.104.03	2	39006262	50464110	406	-0.2879
DFCI.11.104.03	2	50574089	74531809	822	-0.0384
DFCI.11.104.03	2	74542152	79384826	191	0.4641
DFCI.11.104.03	2	79385591	85663707	68	0.1829
DFCI.11.104.03	2	85768285	85779692	13	0.6201
DFCI.11.104.03	2	85780195	89544574	266	0.1916
DFCI.11.104.03	2	89568053	90060995	17	-0.1228
DFCI.11.104.03	2	90077825	90274235	22	0.2314
DFCI.11.104.03	2	92222845	96949453	90	-0.0904
DFCI.11.104.03	2	96950325	96969070	28	0.3138
DFCI.11.104.03	2	96970608	101874419	313	-0.0624
DFCI.11.104.03	2	101879155	103013348	61	0.1616
DFCI.11.104.03	2	103039809	139316771	1072	-0.0557
DFCI.11.104.03	2	139318499	143790892	91	-0.2715
DFCI.11.104.03	2	143798229	179392475	1290	-0.0707
DFCI.11.104.03	2	179393154	179517596	132	-0.1841
DFCI.11.104.03	2	179519555	179528825	15	-0.6537
DFCI.11.104.03	2	179529264	179639931	99	-0.2299
DFCI.11.104.03	2	179641778	220039630	1736	-0.0802
DFCI.11.104.03	2	220039832	220074770	17	0.3724
DFCI.11.104.03	2	220075022	220092537	23	-0.1472
DFCI.11.104.03	2	220092748	220246863	60	0.2187
DFCI.11.104.03	2	220247938	231035479	383	-0.1487
DFCI.11.104.03	2	231036485	232320337	104	0.0245
DFCI.11.104.03	2	232320647	232322513	6	0.531
DFCI.11.104.03	2	232323102	232328029	8	0.0208
DFCI.11.104.03	2	232374056	233391386	61	-0.1088
DFCI.11.104.03	2	233392157	233422730	19	-0.4326
DFCI.11.104.03	2	233431693	242815428	507	-0.0877
DFCI.11.104.03	20	68410	1961606	107	-0.0376
DFCI.11.104.03	20	1963732	13971182	539	-0.1647
DFCI.11.104.03	20	13983052	35651231	984	-0.0718
DFCI.11.104.03	20	35661281	35826897	24	-0.3768
DFCI.11.104.03	20	35827630	44405850	472	-0.042
DFCI.11.104.03	20	44416623	44453475	19	-0.4041
DFCI.11.104.03	20	44463757	62904955	982	-0.0555
DFCI.11.104.03	21	10862667	26961196	121	-0.1552
DFCI.11.104.03	21	26965279	28338712	54	0.2643
DFCI.11.104.03	21	30248815	34809271	249	-0.1422
DFCI.11.104.03	21	34828093	37445182	120	0.3402
DFCI.11.104.03	21	37510232	38302735	70	0.1729
DFCI.11.104.03	21	38309694	40549499	69	0.4097
DFCI.11.104.03	21	40550575	40646400	24	-0.209
DFCI.11.104.03	21	40650741	40765208	10	0.2995
DFCI.11.104.03	21	40768867	40883704	10	-0.1652
DFCI.11.104.03	21	41033421	45457810	272	0.3252
DFCI.11.104.03	21	45472359	47864736	258	-0.1869
DFCI.11.104.03	21	47865242	48083468	27	0.0816
DFCI.11.104.03	22	16282318	37707107	1406	-0.2809
DFCI.11.104.03	22	37708217	50320957	880	-0.3715
DFCI.11.104.03	22	50356515	51237572	195	-0.2714
DFCI.11.104.03	3	367749	2787383	43	-0.2978
DFCI.11.104.03	3	2908635	12623453	447	-0.1107
DFCI.11.104.03	3	12623754	12627300	5	0.5389
DFCI.11.104.03	3	12629138	19479855	295	-0.0446
DFCI.11.104.03	3	19491799	27463272	128	-0.3931
DFCI.11.104.03	3	27465645	49170098	1428	-0.0697
DFCI.11.104.03	3	49201643	49928741	162	0.0735
DFCI.11.104.03	3	49929015	50222249	64	-0.0989
DFCI.11.104.03	3	50223481	50357922	35	0.1495
DFCI.11.104.03	3	50363910	52097569	159	-0.1105
DFCI.11.104.03	3	52110003	52380786	40	0.0911
DFCI.11.104.03	3	52383097	52988429	261	-0.1401
DFCI.11.104.03	3	53003146	58855218	331	-0.0155
DFCI.11.104.03	3	58856037	89445113	385	-0.0997
DFCI.11.104.03	3	89448632	101540800	249	-0.3612
DFCI.11.104.03	3	101571070	101576305	9	0.0716
DFCI.11.104.03	3	102171985	111870205	231	-0.3951
DFCI.11.104.03	3	111870336	111936410	11	-0.7784
DFCI.11.104.03	3	111958855	160249347	2160	-0.3382
DFCI.11.104.03	3	160254630	164705016	23	0.1297
DFCI.11.104.03	3	164709267	166960433	35	-0.1408
DFCI.11.104.03	3	167000285	173999095	257	0.1531
DFCI.11.104.03	3	174815081	186460122	583	-0.4085
DFCI.11.104.03	3	186501430	186509641	17	0.1531
DFCI.11.104.03	3	186510401	197765540	467	-0.375
DFCI.11.104.03	4	53385	82377944	2353	-0.0781
DFCI.11.104.03	4	82378777	83349601	13	0.3588
DFCI.11.104.03	4	83350845	139994723	1464	-0.1079
DFCI.11.104.03	4	140005346	151199158	277	0.0824
DFCI.11.104.03	4	151203800	158065113	259	0.191
DFCI.11.104.03	4	158074164	166254779	132	0.0762
DFCI.11.104.03	4	166259091	166263100	4	0.664
DFCI.11.104.03	4	166385740	167022030	26	0.0255
DFCI.11.104.03	4	167656243	168155326	11	-0.5346
DFCI.11.104.03	4	169086479	169812210	54	0.1478
DFCI.11.104.03	4	169819867	183676412	205	-0.3915
DFCI.11.104.03	4	183694800	187172805	189	-0.2381
DFCI.11.104.03	4	187173017	190947922	64	-0.4292
DFCI.11.104.03	4	190948361	191013434	6	0.5122
DFCI.11.104.03	5	143373	10264897	303	0.0307
DFCI.11.104.03	5	10280746	14364927	132	-0.152
DFCI.11.104.03	5	14367090	15500822	51	0.1401
DFCI.11.104.03	5	15928610	16682122	23	-0.1139
DFCI.11.104.03	5	16694723	23522996	36	-0.3234
DFCI.11.104.03	5	23523469	94936777	2035	-0.0719
DFCI.11.104.03	5	94939232	95067790	9	0.4116
DFCI.11.104.03	5	95072781	131706059	835	-0.0912
DFCI.11.104.03	5	131714175	137518152	345	-0.0224
DFCI.11.104.03	5	137518464	137523104	12	0.4185
DFCI.11.104.03	5	137524839	139232614	151	-0.0758
DFCI.11.104.03	5	139235365	140874434	175	0.0953
DFCI.11.104.03	5	140885050	158697455	829	-0.0602
DFCI.11.104.03	5	158697653	160049594	57	0.1176
DFCI.11.104.03	5	160059376	167933206	105	-0.1488
DFCI.11.104.03	5	167933838	175526050	247	-0.024
DFCI.11.104.03	5	175528122	176719161	153	-0.1388
DFCI.11.104.03	5	176722462	176895902	58	0.1693
DFCI.11.104.03	5	176910985	178032385	93	-0.0174
DFCI.11.104.03	5	178035461	179036522	55	-0.207
DFCI.11.104.03	5	179043221	179048400	10	0.5939
DFCI.11.104.03	5	179132855	180795228	148	-0.0103
DFCI.11.104.03	6	304663	15246817	388	0.2848
DFCI.11.104.03	6	15374485	25967163	292	0.1511
DFCI.11.104.03	6	25969650	26422427	63	0.3906
DFCI.11.104.03	6	26423507	30135050	215	0.2368
DFCI.11.104.03	6	30136309	30709968	133	0.4109
DFCI.11.104.03	6	30711975	31598580	132	0.1951
DFCI.11.104.03	6	31600771	31602756	5	0.4992
DFCI.11.104.03	6	31603051	31604915	6	0.8485
DFCI.11.104.03	6	31605103	31610182	11	0.5062
DFCI.11.104.03	6	31612977	31624405	9	0.0298
DFCI.11.104.03	6	31625077	31655323	16	0.4254
DFCI.11.104.03	6	31655519	31660928	6	0.8713
DFCI.11.104.03	6	31664812	31726072	31	0.3588
DFCI.11.104.03	6	31726654	31734543	16	0.831
DFCI.11.104.03	6	31735293	31913136	85	0.3039
DFCI.11.104.03	6	31914064	31920177	18	0.5997
DFCI.11.104.03	6	31921610	31929454	16	0.3007
