Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
DFCI.11.104.02	11	64567866	64572290	4	0.50925
DFCI.11.104.02	11	64572672	64594872	9	0.16655
DFCI.11.104.02	11	64597544	64622960	16	0.56945
DFCI.11.104.02	11	64627810	64850873	57	0.12825
DFCI.11.104.02	11	64851024	64885127	21	0.46515
DFCI.11.104.02	11	64888280	65172541	61	0.16155
DFCI.11.104.02	11	65273937	65688908	121	0.36885
DFCI.11.104.02	11	65713293	65790534	22	0.14025
DFCI.11.104.02	11	65793852	65828204	13	-0.22505
DFCI.11.104.02	11	65830589	67018269	194	0.14415
DFCI.11.104.02	11	67021082	67267303	87	0.67425
DFCI.11.104.02	11	67267482	70208284	189	0.29475
DFCI.11.104.02	11	70208596	118047148	1708	0.15155
DFCI.11.104.02	11	118067538	118455361	93	0.29605
DFCI.11.104.02	11	118461223	118526402	19	0.03175
DFCI.11.104.02	11	118526604	118940054	64	0.38745
DFCI.11.104.02	11	118940287	118971120	21	0.15105
DFCI.11.104.02	11	118971555	118982341	9	0.42065
DFCI.11.104.02	11	118983321	122850167	268	0.16595
DFCI.11.104.02	11	122928629	122955423	13	0.46935
DFCI.11.104.02	11	122968662	126141554	225	0.13445
DFCI.11.104.02	11	126142976	126147586	7	-0.47675
DFCI.11.104.02	11	126163014	126201447	4	0.01155
DFCI.11.104.02	11	126208296	126283545	10	0.48865
DFCI.11.104.02	11	126283944	130131768	113	0.15075
DFCI.11.104.02	11	130276025	133799677	49	-0.10395
DFCI.11.104.02	11	133801029	134257555	80	0.23135
DFCI.11.104.02	12	176602	6973361	591	0.00135
DFCI.11.104.02	12	6974041	7016611	14	0.48485
DFCI.11.104.02	12	7019192	7053817	21	0.15805
DFCI.11.104.02	12	7060896	7078740	17	0.42915
DFCI.11.104.02	12	7079443	7175077	18	0.13455
DFCI.11.104.02	12	7177957	7362821	31	-0.21375
DFCI.11.104.02	12	7457128	8804289	119	-0.00575
DFCI.11.104.02	12	8808428	9225467	55	-0.14265
DFCI.11.104.02	12	9229532	39087642	1019	0.05535
DFCI.11.104.02	12	39096725	43945073	166	-0.12515
DFCI.11.104.02	12	44124507	48380961	184	0.03235
DFCI.11.104.02	12	48383590	48963025	53	-0.13865
DFCI.11.104.02	12	48963805	50195750	237	0.07775
DFCI.11.104.02	12	50196950	53241907	440	-0.03445
DFCI.11.104.02	12	53242716	54119028	213	0.10245
DFCI.11.104.02	12	54333428	54427362	15	-0.35755
DFCI.11.104.02	12	54428278	54858953	49	0.08805
DFCI.11.104.02	12	54893251	55028627	47	-0.20745
DFCI.11.104.02	12	55039048	56031619	21	0.08175
DFCI.11.104.02	12	56076038	56086761	7	-0.69335
DFCI.11.104.02	12	56087103	56092703	11	0.11735
DFCI.11.104.02	12	56094177	56121125	16	-0.34035
DFCI.11.104.02	12	56137547	57638750	520	0.06445
DFCI.11.104.02	12	57638996	57662242	10	-0.44305
DFCI.11.104.02	12	57662867	123307968	2977	0.01275
DFCI.11.104.02	12	123332643	123648639	49	0.24925
DFCI.11.104.02	12	123650026	133779461	509	-0.02015
DFCI.11.104.02	13	19748301	73402054	1361	-0.04715
DFCI.11.104.02	13	73409508	77640225	79	0.12525
DFCI.11.104.02	13	77642001	111298439	642	-0.04405
DFCI.11.104.02	13	111303449	113470527	54	-0.24235
DFCI.11.104.02	13	113473723	114766410	142	-0.07195
DFCI.11.104.02	13	114774942	115030717	23	0.25165
DFCI.11.104.02	13	115037920	115091758	7	-0.05555
DFCI.11.104.02	14	19378576	19559166	4	-0.47965
DFCI.11.104.02	14	19563543	20779913	30	-0.00255
DFCI.11.104.02	14	20781962	20846397	29	-0.22345
DFCI.11.104.02	14	20846696	20869742	26	0.04385
DFCI.11.104.02	14	20871609	21556259	85	-0.24065
DFCI.11.104.02	14	21557032	23530395	271	-0.04775
DFCI.11.104.02	14	23530833	23858722	63	-0.16575
DFCI.11.104.02	14	23858930	23902943	57	-0.31355
DFCI.11.104.02	14	23938938	23945363	7	0.11785
DFCI.11.104.02	14	23945618	24033067	10	-0.19945
DFCI.11.104.02	14	24033599	24036525	6	0.26285
DFCI.11.104.02	14	24040671	24518020	23	-0.17475
DFCI.11.104.02	14	24523349	24647880	110	0.00845
DFCI.11.104.02	14	24648124	24656787	18	0.39095
DFCI.11.104.02	14	24657004	60903767	1051	-0.03495
DFCI.11.104.02	14	60908851	63851291	85	-0.15355
DFCI.11.104.02	14	63860648	63863436	3	-1.03075
DFCI.11.104.02	14	63881952	94467667	1427	-0.11585
DFCI.11.104.02	14	94505429	105223099	621	0.02455
DFCI.11.104.02	14	105238791	106053668	72	0.21815
DFCI.11.104.02	14	106054211	107283096	104	-0.00165
DFCI.11.104.02	15	20170225	22849123	47	-0.06715
DFCI.11.104.02	15	22851111	22980180	29	0.14475
DFCI.11.104.02	15	22990202	25422060	65	-0.06505
DFCI.11.104.02	15	25423966	25496087	37	0.29665
DFCI.11.104.02	15	25585377	41046983	645	-0.01485
DFCI.11.104.02	15	41059549	41165942	29	0.29695
DFCI.11.104.02	15	41188279	42106939	139	-0.10135
DFCI.11.104.02	15	42107605	42169554	46	0.17065
DFCI.11.104.02	15	42170827	48525035	645	-0.06005
DFCI.11.104.02	15	48527201	65680926	1019	0.07415
DFCI.11.104.02	15	65681318	65759153	18	-0.22245
DFCI.11.104.02	15	65759563	66044966	41	0.18435
DFCI.11.104.02	15	66048788	66806423	58	-0.07795
DFCI.11.104.02	15	66807984	67501884	30	-0.33985
DFCI.11.104.02	15	67524237	81436163	835	-0.08525
DFCI.11.104.02	15	81440876	102500799	821	0.03875
DFCI.11.104.02	16	97559	311515	33	0.19615
DFCI.11.104.02	16	312226	449741	37	0.36485
DFCI.11.104.02	16	450344	569026	11	0.05685
DFCI.11.104.02	16	570601	816492	92	0.39915
DFCI.11.104.02	16	816812	1813009	130	0.15695
DFCI.11.104.02	16	1815181	1828615	20	0.61835
DFCI.11.104.02	16	1831486	1842404	6	0.37045
DFCI.11.104.02	16	1859385	2003045	18	-0.09435
DFCI.11.104.02	16	2011294	2024426	10	0.26965
DFCI.11.104.02	16	2024682	2112011	34	0.43405
DFCI.11.104.02	16	2114430	2120581	3	-0.06465
DFCI.11.104.02	16	2122366	2138142	15	0.51995
DFCI.11.104.02	16	2138328	2764339	134	0.20905
DFCI.11.104.02	16	2806609	4751137	214	0.13385
DFCI.11.104.02	16	4755256	15967486	459	0.03055
DFCI.11.104.02	16	15978064	16350017	54	-0.18175
DFCI.11.104.02	16	16355535	27782975	752	-0.00105000000000000
DFCI.11.104.02	16	27786407	29858708	238	0.12625
DFCI.11.104.02	16	29859312	29982868	26	-0.10785
DFCI.11.104.02	16	29989227	30005131	18	0.17525
DFCI.11.104.02	16	30006166	30393206	83	0.29145
DFCI.11.104.02	16	30393688	30721986	58	0.05545
DFCI.11.104.02	16	30723067	30983042	66	-0.11865
DFCI.11.104.02	16	30991517	31161358	61	0.12075
DFCI.11.104.02	16	31193745	67418994	1177	-0.23545
DFCI.11.104.02	16	67424267	67580368	36	0.04615
DFCI.11.104.02	16	67645518	67671777	10	-0.36535
DFCI.11.104.02	16	67679680	67985209	116	0.03045
DFCI.11.104.02	16	67985942	69968034	219	-0.25555
DFCI.11.104.02	16	69969891	69996972	15	0.12495
DFCI.11.104.02	16	69997516	71411652	202	-0.20215
DFCI.11.104.02	16	71416680	71418741	4	-0.90305
DFCI.11.104.02	16	71423770	74442943	133	-0.25365
DFCI.11.104.02	16	74443541	74446780	6	0.22865
DFCI.11.104.02	16	74447058	74686022	38	-0.23445
DFCI.11.104.02	16	74695349	88039873	473	-0.31605
DFCI.11.104.02	16	88052275	89212459	62	-0.06885
DFCI.11.104.02	16	89245984	89629452	27	-0.31915
DFCI.11.104.02	16	89653166	89720331	13	-0.16475
DFCI.11.104.02	16	89724831	89809348	29	0.06885
DFCI.11.104.02	16	89813098	90025565	43	-0.18275
DFCI.11.104.02	16	90027505	90102097	8	-0.61815
DFCI.11.104.02	16	90102996	90141882	12	-0.17625
DFCI.11.104.02	17	69529	2265095	233	-0.20735
DFCI.11.104.02	17	2265566	2298750	16	0.15915
DFCI.11.104.02	17	2310524	4435981	228	-0.25315
DFCI.11.104.02	17	4436426	4451946	12	0.08565
DFCI.11.104.02	17	4453650	4542269	23	-0.34605
DFCI.11.104.02	17	4542429	4648672	34	0.01195
DFCI.11.104.02	17	4675396	4721904	27	-0.19695
DFCI.11.104.02	17	4722120	4799637	13	0.07995
DFCI.11.104.02	17	4799883	4805791	6	0.38205
DFCI.11.104.02	17	4806060	4842509	8	0.11335
DFCI.11.104.02	17	4844290	5013165	72	-0.21305
DFCI.11.104.02	17	5033736	5048876	16	0.13685
DFCI.11.104.02	17	5049471	5434026	72	-0.19365
DFCI.11.104.02	17	5436306	6014257	14	-0.48765
DFCI.11.104.02	17	6021510	7111558	112	-0.20975
DFCI.11.104.02	17	7123850	7321120	131	0.02285
DFCI.11.104.02	17	7324008	7612896	123	-0.10435
DFCI.11.104.02	17	7630612	7681789	29	-0.36745
DFCI.11.104.02	17	7683604	7736853	48	-0.15945
DFCI.11.104.02	17	7749011	7792420	19	0.21705
DFCI.11.104.02	17	7794384	7948321	79	-0.15775
DFCI.11.104.02	17	7948704	8020300	27	0.00375
DFCI.11.104.02	17	8044660	8192734	76	0.33265
DFCI.11.104.02	17	8192908	10265591	163	0.01035
DFCI.11.104.02	17	10265820	10353968	45	0.15735
DFCI.11.104.02	17	10354214	10356647	6	0.62095
DFCI.11.104.02	17	10357204	10364373	12	0.26085
DFCI.11.104.02	17	10366287	10419961	42	0.02715
DFCI.11.104.02	17	10424751	10442881	26	0.23115
DFCI.11.104.02	17	10443385	16253345	269	-0.01525
DFCI.11.104.02	17	16285913	20768824	415	0.10005
DFCI.11.104.02	17	20796777	26087206	55	-0.01085
DFCI.11.104.02	17	26092744	26688276	36	-0.21635
DFCI.11.104.02	17	26691670	27068591	175	0.01555
DFCI.11.104.02	17	27069007	27234692	32	0.26525
DFCI.11.104.02	17	27237389	34493945	562	-0.01265
DFCI.11.104.02	17	34495060	34624887	31	0.26565
DFCI.11.104.02	17	34640187	36521294	196	-0.03355
DFCI.11.104.02	17	36522302	37342359	72	-0.18005
DFCI.11.104.02	17	37343184	37431355	19	-0.51005
DFCI.11.104.02	17	37439110	40975897	754	-0.21865
DFCI.11.104.02	17	40986596	40991399	8	-0.73775
DFCI.11.104.02	17	40998233	43171173	323	-0.20775
DFCI.11.104.02	17	43173655	43348588	41	0.15265
DFCI.11.104.02	17	43364411	48738477	537	-0.07375
DFCI.11.104.02	17	48741221	48751021	9	-0.48445
DFCI.11.104.02	17	48753453	49284362	58	-0.03885
DFCI.11.104.02	17	49340749	49350813	3	-1.10235
DFCI.11.104.02	17	49354667	54925428	71	-0.000549999999999998
DFCI.11.104.02	17	54926216	56382534	110	-0.15315
DFCI.11.104.02	17	56382821	56404153	19	0.17245
DFCI.11.104.02	17	56405283	57272218	110	-0.13325
DFCI.11.104.02	17	57272806	73231776	1057	-0.01685
DFCI.11.104.02	17	73234472	74278198	246	0.16125
DFCI.11.104.02	17	74283980	74681249	48	0.08085
DFCI.11.104.02	17	74714944	76089844	55	-0.08925
DFCI.11.104.02	17	76094618	76425381	43	0.14735
DFCI.11.104.02	17	76430301	76867090	59	-0.15665
DFCI.11.104.02	17	76870003	78820376	147	0.04255
DFCI.11.104.02	17	78829349	79994521	140	0.17795
DFCI.11.104.02	17	80006685	80085784	38	0.57455
DFCI.11.104.02	17	80121233	80391700	25	0.11715
DFCI.11.104.02	17	80393750	80404574	9	0.48095
DFCI.11.104.02	17	80422308	81052322	54	0.01175
DFCI.11.104.02	18	163455	12535602	378	0.08905
DFCI.11.104.02	18	12546800	43204781	686	-0.10835
DFCI.11.104.02	18	43207114	77960817	875	-0.25305
DFCI.11.104.02	19	72110	111598	2	0.17295
DFCI.11.104.02	19	281539	504967	22	-0.30875
DFCI.11.104.02	19	535925	1014474	66	0.17225
DFCI.11.104.02	19	1031193	1062314	35	0.00625
DFCI.11.104.02	19	1065426	1425961	43	0.28955
DFCI.11.104.02	19	1428996	1802644	32	-0.14515
DFCI.11.104.02	19	1807265	2254302	64	0.25475
DFCI.11.104.02	19	2279114	5684918	328	-0.11655
DFCI.11.104.02	19	5691466	5696384	8	0.45765
DFCI.11.104.02	19	5699218	6501636	113	-0.06245
DFCI.11.104.02	19	6531316	6678300	10	-0.52735
DFCI.11.104.02	19	6679509	6755328	53	-0.11805
DFCI.11.104.02	19	6759683	7592516	90	-0.29555
DFCI.11.104.02	19	7592848	7970740	88	-0.08385
DFCI.11.104.02	19	7976046	7997638	10	0.29805
DFCI.11.104.02	19	7997819	8138183	16	-0.13375
DFCI.11.104.02	19	8140076	8156476	12	-0.49565
DFCI.11.104.02	19	8160389	8176069	11	-0.16795
DFCI.11.104.02	19	8176656	8201195	13	-0.44405
DFCI.11.104.02	19	8201417	10202978	212	-0.10875
DFCI.11.104.02	19	10203457	10394998	56	0.09245
DFCI.11.104.02	19	10395335	10404996	13	0.50035
DFCI.11.104.02	19	10405318	10421618	5	-0.05785
DFCI.11.104.02	19	10428276	10446031	7	0.50885
DFCI.11.104.02	19	10449626	10789870	77	0.07685
DFCI.11.104.02	19	10791121	10800307	14	0.54535
DFCI.11.104.02	19	10812696	14237051	513	0.06215
DFCI.11.104.02	19	14262429	14741021	65	0.28885
DFCI.11.104.02	19	14749154	15342674	88	-0.12615
DFCI.11.104.02	19	15350335	15538346	31	0.13365
DFCI.11.104.02	19	15547942	16620801	122	-0.08295
DFCI.11.104.02	19	16630165	16631725	5	0.51905
DFCI.11.104.02	19	16634103	17436197	121	-0.02635
DFCI.11.104.02	19	17438691	17450410	12	0.44465
DFCI.11.104.02	19	17452133	17488099	7	-0.15805
DFCI.11.104.02	19	17514635	17531222	4	0.57985
DFCI.11.104.02	19	17533269	17692255	27	0.00025
DFCI.11.104.02	19	17720908	17785565	12	-0.34265
DFCI.11.104.02	19	17831848	18329310	92	-0.00905
DFCI.11.104.02	19	18329850	18507775	14	0.27595
DFCI.11.104.02	19	18538794	18547291	9	0.62665
DFCI.11.104.02	19	18555680	18876340	32	0.000550000000000002
DFCI.11.104.02	19	18885798	19021882	35	0.29955
DFCI.11.104.02	19	19030159	19313209	48	0.03855
DFCI.11.104.02	19	19313386	19381087	21	-0.29745
DFCI.11.104.02	19	19381936	19824962	70	0.16795
DFCI.11.104.02	19	19825298	30165588	95	0.00225
DFCI.11.104.02	19	30193886	35753597	257	-0.33215
DFCI.11.104.02	19	35757437	35758764	3	0.41825
DFCI.11.104.02	19	35761502	38845489	350	-0.31985
DFCI.11.104.02	19	38847185	39105087	107	-0.58915
DFCI.11.104.02	19	39108086	39123138	5	-0.35945
DFCI.11.104.02	19	39125760	39281532	24	0.06585
DFCI.11.104.02	19	39292552	40199955	181	-0.29425
DFCI.11.104.02	19	40222147	41356333	187	-0.40005
DFCI.11.104.02	19	41381781	41774252	56	-0.58405
DFCI.11.104.02	19	41778142	41944321	44	-0.37405
DFCI.11.104.02	19	42083911	42341421	27	-0.22795
DFCI.11.104.02	19	42342337	42353045	5	-0.65625
DFCI.11.104.02	19	42353326	42482480	33	-0.24585
DFCI.11.104.02	19	42482952	42492531	9	-0.70875
DFCI.11.104.02	19	42492716	42744296	28	-0.28135
DFCI.11.104.02	19	42753892	42799345	20	0.12475
DFCI.11.104.02	19	42801519	43586723	97	-0.32545
DFCI.11.104.02	19	43674292	43762610	13	0.22505
DFCI.11.104.02	19	43763289	47207908	389	-0.28945
DFCI.11.104.02	19	47219629	47234132	9	0.20025
DFCI.11.104.02	19	47236495	47909785	62	-0.23055
DFCI.11.104.02	19	47910825	47991648	14	-0.55645
DFCI.11.104.02	19	47995378	48537621	33	-0.23135
DFCI.11.104.02	19	48542576	48925204	67	-0.000549999999999998
DFCI.11.104.02	19	48945215	49348705	82	0.17875
DFCI.11.104.02	19	49348875	49964158	170	-0.01385
DFCI.11.104.02	19	49966014	49994229	15	0.34795
DFCI.11.104.02	19	49994358	50017392	9	0.67445
DFCI.11.104.02	19	50028035	50266506	61	0.04685
DFCI.11.104.02	19	50303023	50397728	42	0.26375
DFCI.11.104.02	19	50399312	50511085	15	0.07635
DFCI.11.104.02	19	50512644	50863121	24	-0.10745
DFCI.11.104.02	19	50864399	50918249	18	0.11455
DFCI.11.104.02	19	50926296	51274930	34	-0.21165
DFCI.11.104.02	19	51295061	51301707	7	0.34495
DFCI.11.104.02	19	51322607	51331073	7	-0.18385
DFCI.11.104.02	19	51359657	51410344	10	0.28305
DFCI.11.104.02	19	51411753	51534179	29	-0.25385
DFCI.11.104.02	19	51535393	51875091	37	0.02295
DFCI.11.104.02	19	51875330	51914627	7	-0.23925
DFCI.11.104.02	19	51917079	51920721	8	0.42915
DFCI.11.104.02	19	51920837	52150014	43	-0.04815
DFCI.11.104.02	19	52217357	52223153	4	-0.58015
DFCI.11.104.02	19	52250249	54327430	166	0.00515
DFCI.11.104.02	19	54377754	54618082	26	-0.26725
DFCI.11.104.02	19	54618651	54687565	33	-0.02255
DFCI.11.104.02	19	54692202	55146216	118	0.16385
DFCI.11.104.02	19	55146632	55753856	152	-0.12265
DFCI.11.104.02	19	55758471	56204403	53	0.12405
DFCI.11.104.02	19	56220412	58965191	234	-0.09115
DFCI.11.104.02	19	58965713	59082758	45	0.21325
DFCI.11.104.02	2	41629	18770736	455	-0.07585
DFCI.11.104.02	2	19552173	26435497	262	0.06755
DFCI.11.104.02	2	26437432	44152298	1044	-0.01345
DFCI.11.104.02	2	44153102	44429186	18	0.31715
DFCI.11.104.02	2	44436468	47301064	104	0.03445
DFCI.11.104.02	2	47357401	48032848	30	-0.14955
DFCI.11.104.02	2	48033499	65469197	485	0.12405
DFCI.11.104.02	2	65473875	113951527	1904	-0.03065
DFCI.11.104.02	2	113953349	130878088	377	-0.12705
DFCI.11.104.02	2	130897522	130918847	12	0.25975
DFCI.11.104.02	2	130925165	139429235	240	-0.09745
DFCI.11.104.02	2	140995867	141093409	10	-0.55115
DFCI.11.104.02	2	141108609	179392475	1364	-0.13485
DFCI.11.104.02	2	179393154	179418123	26	-0.32805
DFCI.11.104.02	2	179418534	179486095	79	-0.48125
DFCI.11.104.02	2	179486468	179517428	26	-0.24455
DFCI.11.104.02	2	179517596	179528629	15	-0.67845
DFCI.11.104.02	2	179528825	179590773	58	-0.21945
DFCI.11.104.02	2	179592098	179623901	26	-0.40145
DFCI.11.104.02	2	179629031	185803755	184	-0.15015
DFCI.11.104.02	2	186673862	186697955	4	-0.72835
DFCI.11.104.02	2	187366154	188243760	43	-0.16375
DFCI.11.104.02	2	188245308	189927646	51	0.11775
DFCI.11.104.02	2	189927791	220100819	1519	-0.09455
DFCI.11.104.02	2	220101169	220167561	41	0.06165
DFCI.11.104.02	2	220172281	233349803	566	-0.15345
DFCI.11.104.02	2	233391386	233431926	22	-0.46105
DFCI.11.104.02	2	233527661	241468928	331	-0.22355
DFCI.11.104.02	2	241492476	242078211	68	-0.05045
DFCI.11.104.02	2	242079472	242097966	5	-0.69385
DFCI.11.104.02	2	242098760	242431096	66	-0.16855
DFCI.11.104.02	2	242432453	242815428	36	0.06365
DFCI.11.104.02	20	68410	2644406	175	-0.30835
DFCI.11.104.02	20	2775079	3914850	200	-0.19185
DFCI.11.104.02	20	3944666	8628602	126	-0.31205
DFCI.11.104.02	20	8630098	23335103	384	-0.19335
DFCI.11.104.02	20	23346386	37384684	892	0.01785
DFCI.11.104.02	20	37394163	42199702	169	0.13805
DFCI.11.104.02	20	42205021	43882376	120	0.00255
DFCI.11.104.02	20	43922657	43945601	12	-0.36465
DFCI.11.104.02	20	43956057	44571885	105	0.01585
DFCI.11.104.02	20	44572064	44588074	17	0.39775
DFCI.11.104.02	20	44589009	62165059	800	0.04245
DFCI.11.104.02	20	62172354	62608761	80	0.31635
DFCI.11.104.02	20	62614570	62904955	46	0.04385
DFCI.11.104.02	21	10862667	19775941	107	-0.34505
DFCI.11.104.02	21	22656722	37445182	436	-0.11675
DFCI.11.104.02	21	37510232	43242395	275	0.07725
DFCI.11.104.02	21	43246412	43329634	17	-0.23305
DFCI.11.104.02	21	43334832	45534651	184	0.02845
DFCI.11.104.02	21	45535282	45742934	41	0.28935
DFCI.11.104.02	21	45744540	46226957	51	-0.05655
DFCI.11.104.02	21	46234021	47636440	84	0.14715
DFCI.11.104.02	21	47641891	48084241	92	-0.02745
DFCI.11.104.02	22	16282318	17602019	24	-0.21995
DFCI.11.104.02	22	17619249	19130409	92	-0.38305
DFCI.11.104.02	22	19163759	19171124	7	0.28035
DFCI.11.104.02	22	19175240	19198019	7	-0.60015
DFCI.11.104.02	22	19203766	19398303	28	-0.08225
DFCI.11.104.02	22	19422419	19511780	25	-0.32095
DFCI.11.104.02	22	19707223	25294526	461	-0.05525
DFCI.11.104.02	22	25301154	36013306	625	-0.16835
DFCI.11.104.02	22	36052524	36691765	39	-0.02455
DFCI.11.104.02	22	36693062	36700203	7	0.34725
DFCI.11.104.02	22	36701150	36722708	11	0.02775
DFCI.11.104.02	22	36737573	37962821	98	-0.18485
DFCI.11.104.02	22	37964829	38040714	17	0.23535
DFCI.11.104.02	22	38041519	40797681	274	-0.08755
DFCI.11.104.02	22	40800461	40816582	16	0.29185
DFCI.11.104.02	22	40817106	41744173	81	-0.05595
DFCI.11.104.02	22	41745307	42076370	50	0.10415
DFCI.11.104.02	22	42101558	42807744	65	-0.29505
DFCI.11.104.02	22	42897782	50599486	393	-0.08455
DFCI.11.104.02	22	50616833	50902872	88	0.13345
DFCI.11.104.02	22	50903169	50960040	22	0.43235
DFCI.11.104.02	22	50960279	50961000	5	0.04045
DFCI.11.104.02	22	50962842	51008837	8	0.42715
DFCI.11.104.02	22	51009474	51065482	25	0.05565
DFCI.11.104.02	22	51143524	51237572	14	-0.08335
DFCI.11.104.02	3	367749	9982892	326	0.27075
DFCI.11.104.02	3	9984582	10083396	22	0.51395
DFCI.11.104.02	3	10084349	12618242	143	0.25125
DFCI.11.104.02	3	12623453	13383625	57	0.47525
DFCI.11.104.02	3	13384805	33576953	519	0.32705
DFCI.11.104.02	3	33585031	33908019	23	0.46955
DFCI.11.104.02	3	35723374	35732499	3	-0.54905
DFCI.11.104.02	3	35748576	38061845	118	0.40765
DFCI.11.104.02	3	38081129	38127870	9	-0.00335
DFCI.11.104.02	3	38129881	41977434	297	0.40775
DFCI.11.104.02	3	41979691	42728264	44	0.27125
